LeaseNo|CustomerNo|UnitNumber|StartDate|EndDate
18850|13491|80901|5/1/2017|
18851|13501|50709|5/1/2017|
18852|13502|90803|5/1/2017|
18853|13503|80802|5/1/2017|
18854|13504|81009|5/1/2017|
18855|13507|50205|5/1/2017|
18856|13512|70508|5/1/2017|
18857|13513|100104|5/1/2017|
18858|13514|70811|5/1/2017|
18859|13516|100204|5/1/2017|
18860|13519|90809|5/1/2017|
18861|13520|40210|5/1/2017|
18862|13522|80111|5/1/2017|
18863|13533|41010|5/1/2017|
18864|13543|80902|5/1/2017|
18865|13550|100501|5/1/2017|
18866|13552|80211|5/1/2017|
18867|13553|90502|5/1/2017|
18868|13556|100102|5/1/2017|
18869|13562|91008|5/1/2017|
18870|13565|80511|5/1/2017|
18871|13576|80711|5/1/2017|
18872|13577|100304|5/1/2017|
18873|13582|100208|5/1/2017|
18874|13583|60905|5/1/2017|
18875|3706|100803|6/9/2017|
18876|4254|91009|6/25/2017|
18877|6969|50710|6/5/2017|
18878|6973|40503|6/5/2017|
18879|7004|80208|6/5/2017|
18880|7028|81008|6/5/2017|
18881|7042|30402|6/5/2017|
18882|7057|70203|6/5/2017|
18883|8604|20504|6/4/2017|
18884|8607|30807|6/4/2017|
18885|8616|70303|6/4/2017|
18886|8618|11005|6/4/2017|
18887|8658|50706|6/4/2017|
18888|8662|101003|6/4/2017|
18889|8666|20608|6/4/2017|
18890|8671|50902|6/4/2017|
18891|8685|30705|6/4/2017|
18892|8688|90601|6/4/2017|
18893|8693|60902|6/4/2017|
18894|8699|30808|6/4/2017|
18895|10251|20402|6/3/2017|
18896|10263|10709|6/3/2017|
18897|10275|40109|6/3/2017|
18898|10281|30607|6/3/2017|
18899|10288|80402|6/3/2017|
18900|10324|20701|6/3/2017|
18901|10341|60301|6/3/2017|
18902|10387|20104|6/3/2017|
18903|11927|10708|6/2/2017|
18904|11939|10911|6/2/2017|
18905|11950|70101|6/2/2017|
18906|11958|70305|6/2/2017|
18907|11960|20711|6/2/2017|
18908|11965|10609|6/2/2017|
18909|11974|60303|6/2/2017|
18910|11976|70901|6/2/2017|
18911|11983|50106|6/2/2017|
18912|11987|70605|6/2/2017|
18913|11994|30207|6/2/2017|
18914|12004|60306|6/2/2017|
18915|12009|60406|6/2/2017|
18916|12011|30310|6/2/2017|
18917|12013|30507|6/2/2017|
18918|12019|40811|6/2/2017|
18919|12020|50809|6/2/2017|
18920|12039|100302|6/2/2017|
18921|12040|81005|6/2/2017|
18922|12042|100502|6/2/2017|
18923|12045|71001|6/2/2017|
18924|12046|50311|6/2/2017|
18925|12050|70407|6/2/2017|
18926|12055|81010|6/2/2017|
18927|12065|100111|6/2/2017|
18928|12075|90110|6/2/2017|
18929|12080|20708|6/2/2017|
18930|12086|40604|6/2/2017|
18931|13595|31011|6/1/2017|
18932|13610|50407|6/1/2017|
18933|13612|30109|6/1/2017|
18934|13613|50607|6/1/2017|
18935|13615|21003|6/1/2017|
18936|13616|70409|6/1/2017|
18937|13617|10201|6/1/2017|
18938|13619|50303|6/1/2017|
18939|13622|80811|6/1/2017|
18940|13629|10402|6/1/2017|
18941|13633|21005|6/1/2017|
18942|13635|60302|6/1/2017|
18943|13641|30405|6/1/2017|
18944|13648|60703|6/1/2017|
18945|13649|90111|6/1/2017|
18946|13653|40610|6/1/2017|
18947|13654|10108|6/1/2017|
18948|13656|30905|6/1/2017|
18949|13660|50505|6/1/2017|
18950|13661|50408|6/1/2017|
18951|13662|90103|6/1/2017|
18952|13667|70809|6/1/2017|
18953|13668|60402|6/1/2017|
18954|13670|40104|6/1/2017|
18955|13676|80109|6/1/2017|
18956|13682|90211|6/1/2017|
18957|13683|91003|6/1/2017|
18958|13684|90711|6/1/2017|
18959|13688|100809|6/1/2017|
18960|13691|90911|6/1/2017|
18961|13705|60904|6/1/2017|
18962|13707|50805|6/1/2017|
18963|13708|60602|6/1/2017|
18964|13713|91011|6/1/2017|
18965|13720|70905|6/1/2017|
18966|13723|80107|6/1/2017|
18967|13727|50110|6/1/2017|
18968|13734|100203|6/1/2017|
18969|13735|100305|6/1/2017|
18970|13737|100611|6/1/2017|
18971|13738|30306|6/1/2017|
18972|13743|100403|6/1/2017|
18973|13744|100711|6/1/2017|
18974|13746|100603|6/1/2017|
18975|13747|50310|6/1/2017|
18976|13748|80102|6/1/2017|
18977|13750|61004|6/1/2017|
18978|13751|100703|6/1/2017|
18979|13753|40406|6/1/2017|
18980|13754|91002|6/1/2017|
18981|13758|70806|6/1/2017|
18982|13759|100811|6/1/2017|
18983|13761|50910|6/1/2017|
18984|5439|50102|7/6/2017|
18985|5466|60205|7/6/2017|
18986|5483|21008|7/6/2017|
18987|8747|50302|7/4/2017|
18988|8775|41005|7/4/2017|
18989|8795|50603|7/4/2017|
18990|8817|60611|7/4/2017|
18991|8847|100409|7/4/2017|
18992|8853|50610|7/4/2017|
18993|10415|31003|7/3/2017|
18994|10422|40202|7/3/2017|
18995|10438|70204|7/3/2017|
18996|10457|80605|7/3/2017|
18997|10461|10408|7/3/2017|
18998|10469|60503|7/3/2017|
18999|10477|70201|7/3/2017|
19000|10479|30908|7/3/2017|
19001|10481|70404|7/3/2017|
19002|10489|50502|7/3/2017|
19003|10501|81006|7/3/2017|
19004|10506|10210|7/3/2017|
19005|10517|100207|7/3/2017|
19006|10520|90101|7/3/2017|
19007|10531|90801|7/3/2017|
19008|10545|80904|7/3/2017|
19009|10550|90309|7/3/2017|
19010|10559|100301|7/3/2017|
19011|10561|50708|7/3/2017|
19012|10573|60911|7/3/2017|
19013|10577|81004|7/3/2017|
19014|10580|90204|7/3/2017|
19015|12091|11011|7/2/2017|
19016|12103|60308|7/2/2017|
19017|12110|10204|7/2/2017|
19018|12112|20101|7/2/2017|
19019|12119|60309|7/2/2017|
19020|12123|30810|7/2/2017|
19021|12125|60409|7/2/2017|
19022|12159|60701|7/2/2017|
19023|12165|30602|7/2/2017|
19024|12172|60408|7/2/2017|
19025|12173|60410|7/2/2017|
19026|12175|100411|7/2/2017|
19027|12177|90909|7/2/2017|
19028|12178|100702|7/2/2017|
19029|12179|100511|7/2/2017|
19030|12185|10704|7/2/2017|
19031|12202|80201|7/2/2017|
19032|12212|90310|7/2/2017|
19033|12215|40904|7/2/2017|
19034|12224|60906|7/2/2017|
19035|12231|80307|7/2/2017|
19036|12235|91001|7/2/2017|
19037|12237|51004|7/2/2017|
19038|12240|100802|7/2/2017|
19039|12242|90610|7/2/2017|
19040|12243|100902|7/2/2017|
19041|12246|80707|7/2/2017|
19042|12249|100205|7/2/2017|
19043|13766|51006|7/1/2017|
19044|13771|20109|7/1/2017|
19045|13775|40911|7/1/2017|
19046|13777|21007|7/1/2017|
19047|13779|50911|7/1/2017|
19048|13781|10305|7/1/2017|
19049|13782|70307|7/1/2017|
19050|13792|70111|7/1/2017|
19051|13796|10904|7/1/2017|
19052|13797|70907|7/1/2017|
19053|13801|90311|7/1/2017|
19054|13804|20705|7/1/2017|
19055|13808|20809|7/1/2017|
19056|13812|31010|7/1/2017|
19057|13813|70104|7/1/2017|
19058|13824|60706|7/1/2017|
19059|13827|20301|7/1/2017|
19060|13828|60605|7/1/2017|
19061|13831|60208|7/1/2017|
19062|13835|90811|7/1/2017|
19063|13837|80705|7/1/2017|
19064|13838|60801|7/1/2017|
19065|13839|60508|7/1/2017|
19066|13841|70504|7/1/2017|
19067|13842|60808|7/1/2017|
19068|13843|90708|7/1/2017|
19069|13845|70701|7/1/2017|
19070|13848|81007|7/1/2017|
19071|13849|70906|7/1/2017|
19072|13852|90401|7/1/2017|
19073|13858|70604|7/1/2017|
19074|13859|80606|7/1/2017|
19075|13861|10702|7/1/2017|
19076|13862|40710|7/1/2017|
19077|13863|50510|7/1/2017|
19078|13865|90805|7/1/2017|
19079|13868|80504|7/1/2017|
19080|13869|70402|7/1/2017|
19081|13873|100308|7/1/2017|
19082|13875|100911|7/1/2017|
19083|13876|100605|7/1/2017|
19084|13877|100705|7/1/2017|
19085|13878|101011|7/1/2017|
19086|13880|60310|7/1/2017|
19087|13881|70902|7/1/2017|
19088|13885|100905|7/1/2017|
19089|13899|90701|7/1/2017|
19090|13901|10403|7/1/2017|
19091|13904|70110|7/1/2017|
19092|13907|90504|7/1/2017|
19093|13914|101005|7/1/2017|
19094|13919|30209|7/1/2017|
19095|13924|90206|7/1/2017|
19096|13926|40809|7/1/2017|
19097|13929|50509|7/1/2017|
19098|4166|100508|8/14/2017|
19099|5646|50211|8/6/2017|
19100|7251|20302|8/5/2017|
19101|8927|30707|8/4/2017|
19102|8929|40807|8/4/2017|
19103|8936|20904|8/4/2017|
19104|8975|50109|8/4/2017|
19105|10598|60405|8/3/2017|
19106|10607|70408|8/3/2017|
19107|10624|80206|8/3/2017|
19108|10628|11007|8/3/2017|
19109|10672|60610|8/3/2017|
19110|10692|81001|8/3/2017|
19111|10700|60807|8/3/2017|
19112|10701|10409|8/3/2017|
19113|12257|10801|8/2/2017|
19114|12258|10310|8/2/2017|
19115|12261|30309|8/2/2017|
19116|12262|30106|8/2/2017|
19117|12271|20702|8/2/2017|
19118|12273|20601|8/2/2017|
19119|12299|50403|8/2/2017|
19120|12307|30406|8/2/2017|
19121|12318|50903|8/2/2017|
19122|12326|60802|8/2/2017|
19123|12339|81003|8/2/2017|
19124|12361|90902|8/2/2017|
19125|12365|100110|8/2/2017|
19126|12383|60705|8/2/2017|
19127|12385|40808|8/2/2017|
19128|12391|100210|8/2/2017|
19129|12393|60805|8/2/2017|
19130|12394|71005|8/2/2017|
19131|12401|21001|8/2/2017|
19132|12405|90709|8/2/2017|
19133|13930|30911|8/1/2017|
19134|13933|10102|8/1/2017|
19135|13938|10603|8/1/2017|
19136|13941|30505|8/1/2017|
19137|13944|20204|8/1/2017|
19138|13947|41011|8/1/2017|
19139|13950|40701|8/1/2017|
19140|13953|50410|8/1/2017|
19141|13954|40409|8/1/2017|
19142|13955|20603|8/1/2017|
19143|13956|60609|8/1/2017|
19144|13961|80704|8/1/2017|
19145|13964|90904|8/1/2017|
19146|13965|20906|8/1/2017|
19147|13972|50711|8/1/2017|
19148|13973|100404|8/1/2017|
19149|13975|10407|8/1/2017|
19150|13980|20703|8/1/2017|
19151|13982|61009|8/1/2017|
19152|13983|60601|8/1/2017|
19153|13985|70410|8/1/2017|
19154|13991|80301|8/1/2017|
19155|13992|100801|8/1/2017|
19156|13995|90109|8/1/2017|
19157|13999|30906|8/1/2017|
19158|14000|50107|8/1/2017|
19159|14003|10208|8/1/2017|
19160|14005|100109|8/1/2017|
19161|14006|100901|8/1/2017|
19162|14016|50707|8/1/2017|
19163|14021|70710|8/1/2017|
19164|14024|70705|8/1/2017|
19165|14026|80905|8/1/2017|
19166|14031|40106|8/1/2017|
19167|14032|100309|8/1/2017|
19168|14035|80807|8/1/2017|
19169|14040|100805|8/1/2017|
19170|14044|11008|8/1/2017|
19171|14045|90107|8/1/2017|
19172|14049|100504|8/1/2017|
19173|14058|40903|8/1/2017|
19174|14060|70211|8/1/2017|
19175|14064|70603|8/1/2017|
19176|14065|90306|8/1/2017|
19177|14071|90406|8/1/2017|
19178|14074|70703|8/1/2017|
19179|14075|30608|8/1/2017|
19180|3670|60903|9/19/2017|
19181|4023|40907|9/19/2017|
19182|5725|51001|9/6/2017|
19183|5798|70206|9/6/2017|
19184|5808|80302|9/6/2017|
19185|7462|20411|9/5/2017|
19186|7521|100406|9/5/2017|
19187|9076|20407|9/4/2017|
19188|9087|10508|9/4/2017|
19189|9102|50608|9/4/2017|
19190|9107|20611|9/4/2017|
19191|9129|50808|9/4/2017|
19192|9155|70202|9/4/2017|
19193|9160|80908|9/4/2017|
19194|9167|40407|9/4/2017|
19195|9197|80507|9/4/2017|
19196|9205|30604|9/4/2017|
19197|9207|50201|9/4/2017|
19198|10742|20908|9/3/2017|
19199|10751|20810|9/3/2017|
19200|10796|20406|9/3/2017|
19201|10809|60607|9/3/2017|
19202|10837|20806|9/3/2017|
19203|10856|70310|9/3/2017|
19204|10859|70401|9/3/2017|
19205|10880|80708|9/3/2017|
19206|12419|11001|9/2/2017|
19207|12422|40707|9/2/2017|
19208|12430|20910|9/2/2017|
19209|12433|40606|9/2/2017|
19210|12440|50306|9/2/2017|
19211|12443|10203|9/2/2017|
19212|12445|30603|9/2/2017|
19213|12450|60910|9/2/2017|
19214|12461|20604|9/2/2017|
19215|12463|51007|9/2/2017|
19216|12468|10302|9/2/2017|
19217|12470|20902|9/2/2017|
19218|12474|80510|9/2/2017|
19219|12476|60606|9/2/2017|
19220|12497|31001|9/2/2017|
19221|12503|90607|9/2/2017|
19222|12514|100609|9/2/2017|
19223|12515|70208|9/2/2017|
19224|12518|50901|9/2/2017|
19225|12520|40502|9/2/2017|
19226|12529|90707|9/2/2017|
19227|12538|100909|9/2/2017|
19228|12545|71008|9/2/2017|
19229|12546|100201|9/2/2017|
19230|12547|101010|9/2/2017|
19231|14090|40306|9/1/2017|
19232|14096|90506|9/1/2017|
19233|14099|20207|9/1/2017|
19234|14100|20307|9/1/2017|
19235|14103|20408|9/1/2017|
19236|14105|90706|9/1/2017|
19237|14108|100106|9/1/2017|
19238|14111|100206|9/1/2017|
19239|14114|21009|9/1/2017|
19240|14118|10605|9/1/2017|
19241|14120|30708|9/1/2017|
19242|14121|30601|9/1/2017|
19243|14125|20410|9/1/2017|
19244|14126|20510|9/1/2017|
19245|14127|40508|9/1/2017|
19246|14131|20103|9/1/2017|
19247|14134|30509|9/1/2017|
19248|14139|90807|9/1/2017|
19249|14146|30804|9/1/2017|
19250|14152|80104|9/1/2017|
19251|14156|60403|9/1/2017|
19252|14157|30202|9/1/2017|
19253|14163|100306|9/1/2017|
19254|14164|40309|9/1/2017|
19255|14184|40608|9/1/2017|
19256|14191|20610|9/1/2017|
19257|14193|80203|9/1/2017|
19258|14202|80403|9/1/2017|
19259|14206|100506|9/1/2017|
19260|14212|80204|9/1/2017|
19261|14214|80609|9/1/2017|
19262|14216|40708|9/1/2017|
19263|14218|100903|9/1/2017|
19264|14223|10211|9/1/2017|
19265|14229|100107|9/1/2017|
19266|5969|40308|10/6/2017|
19267|7559|40101|10/5/2017|
19268|7588|30204|10/5/2017|
19269|7637|80703|10/5/2017|
19270|7656|60504|10/5/2017|
19271|10893|20209|10/3/2017|
19272|10929|20607|10/3/2017|
19273|10937|51010|10/3/2017|
19274|10951|90208|10/3/2017|
19275|10978|40302|10/3/2017|
19276|10986|40206|10/3/2017|
19277|10994|50406|10/3/2017|
19278|12561|20905|10/2/2017|
19279|12564|10804|10/2/2017|
19280|12578|10307|10/2/2017|
19281|12588|50301|10/2/2017|
19282|12589|10910|10/2/2017|
19283|12602|10903|10/2/2017|
19284|12614|80607|10/2/2017|
19285|12632|50103|10/2/2017|
19286|12635|91007|10/2/2017|
19287|12636|90910|10/2/2017|
19288|12645|90105|10/2/2017|
19289|12647|40709|10/2/2017|
19290|12649|40102|10/2/2017|
19291|12658|70503|10/2/2017|
19292|12663|50702|10/2/2017|
19293|12675|90201|10/2/2017|
19294|12678|90202|10/2/2017|
19295|12680|41009|10/2/2017|
19296|12682|100401|10/2/2017|
19297|14241|30902|10/1/2017|
19298|14244|10107|10/1/2017|
19299|14245|30609|10/1/2017|
19300|14246|40909|10/1/2017|
19301|14249|10601|10/1/2017|
19302|14250|30706|10/1/2017|
19303|14253|20903|10/1/2017|
19304|14254|20808|10/1/2017|
19305|14263|60206|10/1/2017|
19306|14265|80209|10/1/2017|
19307|14269|60708|10/1/2017|
19308|14270|40910|10/1/2017|
19309|14275|50210|10/1/2017|
19310|14284|60908|10/1/2017|
19311|14288|20901|10/1/2017|
19312|14290|10207|10/1/2017|
19313|14293|90209|10/1/2017|
19314|14298|60710|10/1/2017|
19315|14303|10705|10/1/2017|
19316|14304|10304|10/1/2017|
19317|14306|10511|10/1/2017|
19318|14310|70308|10/1/2017|
19319|14322|30703|10/1/2017|
19320|14331|80108|10/1/2017|
19321|14332|31002|10/1/2017|
19322|14333|20311|10/1/2017|
19323|14334|11004|10/1/2017|
19324|14339|80308|10/1/2017|
19325|14340|70510|10/1/2017|
19326|14341|40902|10/1/2017|
19327|14350|40501|10/1/2017|
19328|14356|80801|10/1/2017|
19329|3688|80803|11/20/2017|
19330|6000|50405|11/6/2017|
19331|6105|80304|11/6/2017|
19332|7718|40609|11/5/2017|
19333|7741|40511|11/5/2017|
19334|7785|40601|11/5/2017|
19335|9365|20602|11/4/2017|
19336|9378|70301|11/4/2017|
19337|9379|40603|11/4/2017|
19338|9386|10907|11/4/2017|
19339|9389|40307|11/4/2017|
19340|9403|41003|11/4/2017|
19341|9410|10808|11/4/2017|
19342|11025|30408|11/3/2017|
19343|11043|21006|11/3/2017|
19344|11046|10503|11/3/2017|
19345|11053|30803|11/3/2017|
19346|11060|60506|11/3/2017|
19347|11073|90806|11/3/2017|
19348|11079|91006|11/3/2017|
19349|11107|20505|11/3/2017|
19350|12693|60202|11/2/2017|
19351|12694|20907|11/2/2017|
19352|12696|20111|11/2/2017|
19353|12702|30105|11/2/2017|
19354|12703|11010|11/2/2017|
19355|12705|20208|11/2/2017|
19356|12706|10206|11/2/2017|
19357|12722|40208|11/2/2017|
19358|12725|30101|11/2/2017|
19359|12728|20804|11/2/2017|
19360|12730|30403|11/2/2017|
19361|12738|30407|11/2/2017|
19362|12749|50503|11/2/2017|
19363|12752|50304|11/2/2017|
19364|12762|40111|11/2/2017|
19365|12766|60704|11/2/2017|
19366|12786|30201|11/2/2017|
19367|12791|10109|11/2/2017|
19368|12799|10806|11/2/2017|
19369|12805|71004|11/2/2017|
19370|14372|40207|11/1/2017|
19371|14381|20305|11/1/2017|
19372|14382|20805|11/1/2017|
19373|14390|20909|11/1/2017|
19374|14392|10602|11/1/2017|
19375|14399|10311|11/1/2017|
19376|14403|40509|11/1/2017|
19377|14404|20308|11/1/2017|
19378|14411|30308|11/1/2017|
19379|14415|10703|11/1/2017|
19380|14417|20211|11/1/2017|
19381|14418|80407|11/1/2017|
19382|14420|30305|11/1/2017|
19383|14430|50402|11/1/2017|
19384|14431|30104|11/1/2017|
19385|14437|40204|11/1/2017|
19386|14438|20511|11/1/2017|
19387|14439|100509|11/1/2017|
19388|14441|51008|11/1/2017|
19389|14442|20110|11/1/2017|
19390|14443|80907|11/1/2017|
19391|14451|30805|11/1/2017|
19392|14469|61002|11/1/2017|
19393|14471|40103|11/1/2017|
19394|14472|60608|11/1/2017|
19395|14478|80502|11/1/2017|
19396|14479|70608|11/1/2017|
19397|4269|10710|12/20/2017|
19398|6209|50501|12/6/2017|
19399|7873|80309|12/5/2017|
19400|9481|90410|12/4/2017|
19401|9483|10405|12/4/2017|
19402|9541|90301|12/4/2017|
19403|9546|60104|12/4/2017|
19404|9549|60108|12/4/2017|
19405|11144|30501|12/3/2017|
19406|11178|40201|12/3/2017|
19407|11219|60507|12/3/2017|
19408|11240|50904|12/3/2017|
19409|12814|10410|12/2/2017|
19410|12824|10901|12/2/2017|
19411|12834|10805|12/2/2017|
19412|12850|20202|12/2/2017|
19413|12859|41002|12/2/2017|
19414|12865|50202|12/2/2017|
19415|12868|40110|12/2/2017|
19416|12873|60803|12/2/2017|
19417|12878|30907|12/2/2017|
19418|12881|60502|12/2/2017|
19419|12885|50204|12/2/2017|
19420|12887|60804|12/2/2017|
19421|12893|80404|12/2/2017|
19422|12897|70403|12/2/2017|
19423|12906|50506|12/2/2017|
19424|12918|30605|12/2/2017|
19425|14488|20801|12/1/2017|
19426|14489|70302|12/1/2017|
19427|14491|80702|12/1/2017|
19428|14495|20811|12/1/2017|
19429|14497|40203|12/1/2017|
19430|14503|21011|12/1/2017|
19431|14506|30211|12/1/2017|
19432|14508|30901|12/1/2017|
19433|14511|31007|12/1/2017|
19434|14513|30511|12/1/2017|
19435|14514|20206|12/1/2017|
19436|14515|40305|12/1/2017|
19437|14518|40505|12/1/2017|
19438|14522|20706|12/1/2017|
19439|14523|30210|12/1/2017|
19440|14525|90302|12/1/2017|
19441|14536|60307|12/1/2017|
19442|14538|31006|12/1/2017|
19443|14539|50801|12/1/2017|
19444|14540|100202|12/1/2017|
19445|14543|50909|12/1/2017|
19446|14547|60203|12/1/2017|
19447|14550|70903|12/1/2017|
19448|14559|10104|12/1/2017|
19449|14561|30811|12/1/2017|
19450|14577|41006|12/1/2017|
19451|14583|31008|12/1/2017|
19452|14585|60901|12/1/2017|
19453|14591|100402|12/1/2017|
19454|14597|100602|12/1/2017|
19455|14598|40704|12/1/2017|
19456|4095|20508|1/9/2018|
19457|6302|100209|1/6/2018|
19458|6321|41004|1/6/2018|
19459|7932|70911|1/5/2018|
19460|7953|40108|1/5/2018|
19461|9589|30510|1/4/2018|
19462|9605|30107|1/4/2018|
19463|9631|70908|1/4/2018|
19464|9681|40611|1/4/2018|
19465|11266|70108|1/3/2018|
19466|11289|10406|1/3/2018|
19467|11300|80202|1/3/2018|
19468|11307|70507|1/3/2018|
19469|11313|80602|1/3/2018|
19470|11337|70909|1/3/2018|
19471|11340|60404|1/3/2018|
19472|12926|40404|1/2/2018|
19473|12929|10809|1/2/2018|
19474|12934|10607|1/2/2018|
19475|12936|40405|1/2/2018|
19476|12937|30709|1/2/2018|
19477|12957|20303|1/2/2018|
19478|12978|80804|1/2/2018|
19479|12984|80408|1/2/2018|
19480|12989|50105|1/2/2018|
19481|12993|90104|1/2/2018|
19482|12999|40607|1/2/2018|
19483|13007|70611|1/2/2018|
19484|13008|60201|1/2/2018|
19485|13014|80106|1/2/2018|
19486|13029|80701|1/2/2018|
19487|14601|10608|1/1/2018|
19488|14604|10202|1/1/2018|
19489|14606|20203|1/1/2018|
19490|14611|10706|1/1/2018|
19491|14615|20201|1/1/2018|
19492|14617|10707|1/1/2018|
19493|14619|10909|1/1/2018|
19494|14620|50404|1/1/2018|
19495|14628|10411|1/1/2018|
19496|14632|30409|1/1/2018|
19497|14633|30401|1/1/2018|
19498|14642|20108|1/1/2018|
19499|14645|10611|1/1/2018|
19500|14647|20107|1/1/2018|
19501|14652|20403|1/1/2018|
19502|14653|31009|1/1/2018|
19503|14661|50803|1/1/2018|
19504|14664|61008|1/1/2018|
19505|14669|90408|1/1/2018|
19506|14675|20105|1/1/2018|
19507|14676|30307|1/1/2018|
19508|14677|50504|1/1/2018|
19509|14687|40105|1/1/2018|
19510|14694|50804|1/1/2018|
19511|14701|40805|1/1/2018|
19512|14703|30701|1/1/2018|
19513|14706|50605|1/1/2018|
19514|6412|10905|2/6/2018|
19515|8041|80207|2/5/2018|
19516|8074|80611|2/5/2018|
19517|9717|11002|2/4/2018|
19518|9749|61011|2/4/2018|
19519|9755|70107|2/4/2018|
19520|9766|50906|2/4/2018|
19521|9802|80405|2/4/2018|
19522|11368|40310|2/3/2018|
19523|11372|50703|2/3/2018|
19524|11407|60210|2/3/2018|
19525|11411|70610|2/3/2018|
19526|11415|40605|2/3/2018|
19527|11418|10606|2/3/2018|
19528|11422|90509|2/3/2018|
19529|11441|70910|2/3/2018|
19530|11459|80210|2/3/2018|
19531|13045|11003|2/2/2018|
19532|13049|11006|2/2/2018|
19533|13052|20509|2/2/2018|
19534|13061|70103|2/2/2018|
19535|13063|60109|2/2/2018|
19536|13075|40706|2/2/2018|
19537|13081|60209|2/2/2018|
19538|13088|10510|2/2/2018|
19539|13092|40410|2/2/2018|
19540|13103|40905|2/2/2018|
19541|13104|30802|2/2/2018|
19542|13107|40510|2/2/2018|
19543|13109|60510|2/2/2018|
19544|13116|60207|2/2/2018|
19545|13131|80608|2/2/2018|
19546|13132|60709|2/2/2018|
19547|13133|60407|2/2/2018|
19548|13138|60907|2/2/2018|
19549|13140|90404|2/2/2018|
19550|13147|20501|2/2/2018|
19551|14716|10507|2/1/2018|
19552|14728|30508|2/1/2018|
19553|14733|30203|2/1/2018|
19554|14738|30903|2/1/2018|
19555|14743|20709|2/1/2018|
19556|14745|10111|2/1/2018|
19557|14746|40702|2/1/2018|
19558|14750|40205|2/1/2018|
19559|14752|30809|2/1/2018|
19560|14753|60305|2/1/2018|
19561|14755|70405|2/1/2018|
19562|14757|30904|2/1/2018|
19563|14758|40803|2/1/2018|
19564|14760|50208|2/1/2018|
19565|14761|20707|2/1/2018|
19566|14764|90608|2/1/2018|
19567|14769|100408|2/1/2018|
19568|14771|60603|2/1/2018|
19569|14774|10711|2/1/2018|
19570|14782|40211|2/1/2018|
19571|14784|40311|2/1/2018|
19572|14786|51002|2/1/2018|
19573|14794|10906|2/1/2018|
19574|14795|50207|2/1/2018|
19575|14796|70207|2/1/2018|
19576|14797|70805|2/1/2018|
19577|14799|20401|2/1/2018|
19578|14802|50111|2/1/2018|
19579|14804|31004|2/1/2018|
19580|14806|70803|2/1/2018|
19581|14810|100608|2/1/2018|
19582|14811|60102|2/1/2018|
19583|14813|21010|2/1/2018|
19584|14814|40301|2/1/2018|
19585|14819|50209|2/1/2018|
19586|14820|50411|2/1/2018|
19587|6499|70506|3/6/2018|
19588|6517|30503|3/6/2018|
19589|6565|80105|3/6/2018|
19590|8143|41001|3/5/2018|
19591|8150|30909|3/5/2018|
19592|8175|90411|3/5/2018|
19593|8216|100807|3/5/2018|
19594|9814|80706|3/4/2018|
19595|9821|30801|3/4/2018|
19596|9831|40908|3/4/2018|
19597|9839|40711|3/4/2018|
19598|9885|61005|3/4/2018|
19599|9908|70711|3/4/2018|
19600|9912|100808|3/4/2018|
19601|11484|20507|3/3/2018|
19602|11504|20102|3/3/2018|
